missing_ref,basename,candidates
models/weapons/v_etool_us.mdl,v_etool_us.mdl,1.00:3352951512/models/weapons/kk_doi/v_etool_us.mdl
models/weapons/v_fairbairn.mdl,v_fairbairn.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_fairbairn.mdl
models/weapons/v_fg42.mdl,v_fg42.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_fg42.mdl
models/weapons/v_flame_eintoss46.mdl,v_flame_eintoss46.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_flame_eintoss46.mdl
models/weapons/v_g43.mdl,v_g43.mdl,1.00:3171580533/models/weapons/cw_kk_doi/v_g43.mdl | 1.00:3352951512/models/weapons/cw_kk_doi/v_g43.mdl
models/weapons/v_garand.mdl,v_garand.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_garand.mdl
models/weapons/v_gravityknife.mdl,v_gravityknife.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_gravityknife.mdl
models/weapons/v_hands_brit.mdl,v_hands_brit.mdl,0.59:3171580533/models/weapons/v_hands_vip.mdl | 0.59:3171580533/models/weapons/ethereal/v_hands_vip.mdl | 0.58:3788784337/models/cultist/scp/610/c_hands_tank.mdl
models/weapons/v_hands_brit_gloves.mdl,v_hands_brit_gloves.mdl,
models/weapons/v_hands_brit_indian.mdl,v_hands_brit_indian.mdl,
models/weapons/v_hands_ger.mdl,v_hands_ger.mdl,0.57:3171580533/models/weapons/v_hands_vip.mdl | 0.57:3171580533/models/weapons/ethereal/v_hands_vip.mdl | 0.55:3788784337/models/cultist/scp/610/c_hands_tank.mdl
models/weapons/v_hands_ger_gloves.mdl,v_hands_ger_gloves.mdl,
models/weapons/v_hands_ger_gloves_paratrooper.mdl,v_hands_ger_gloves_paratrooper.mdl,
models/weapons/v_hands_ger_gloves_wehrmacht.mdl,v_hands_ger_gloves_wehrmacht.mdl,
models/weapons/v_hands_ger_wehrmacht.mdl,v_hands_ger_wehrmacht.mdl,
models/weapons/v_hands_nva.mdl,v_hands_nva.mdl,0.61:3171580533/models/weapons/v_hands_vip.mdl | 0.61:3171580533/models/weapons/ethereal/v_hands_vip.mdl | 0.59:3788784337/models/cultist/scp/610/c_hands_tank.mdl
models/weapons/v_hands_short_brit.mdl,v_hands_short_brit.mdl,
models/weapons/v_hands_short_brit_indian.mdl,v_hands_short_brit_indian.mdl,
models/weapons/v_hands_short_ger.mdl,v_hands_short_ger.mdl,
models/weapons/v_hands_short_us.mdl,v_hands_short_us.mdl,
models/weapons/v_hands_short_us_black.mdl,v_hands_short_us_black.mdl,
models/weapons/v_hands_short_us_buffalo.mdl,v_hands_short_us_buffalo.mdl,
models/weapons/v_hands_short_us_nam.mdl,v_hands_short_us_nam.mdl,
models/weapons/v_hands_us.mdl,v_hands_us.mdl,0.58:3171580533/models/weapons/v_hands_vip.mdl | 0.58:3171580533/models/weapons/ethereal/v_hands_vip.mdl | 0.57:3788784337/models/cultist/scp/610/c_hands_tank.mdl
models/weapons/v_hands_us_buffalo.mdl,v_hands_us_buffalo.mdl,
models/weapons/v_hands_us_glove.mdl,v_hands_us_glove.mdl,
models/weapons/v_hands_us_glove_airborne.mdl,v_hands_us_glove_airborne.mdl,
models/weapons/v_hands_ww1_brit.mdl,v_hands_ww1_brit.mdl,
models/weapons/v_hands_ww1_brit_gloves.mdl,v_hands_ww1_brit_gloves.mdl,
models/weapons/v_hands_ww1_ger.mdl,v_hands_ww1_ger.mdl,
models/weapons/v_hands_ww1_ger_gloves.mdl,v_hands_ww1_ger_gloves.mdl,
models/weapons/v_ithaca.mdl,v_ithaca.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_ithaca.mdl
models/weapons/v_kar98k.mdl,v_kar98k.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_kar98k.mdl
models/weapons/v_lewis.mdl,v_lewis.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_lewis.mdl | 1.00:3352951512/models/weapons/kk_doi/v_lewis.mdl
models/weapons/v_lugerp08.mdl,v_lugerp08.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_lugerp08.mdl
models/weapons/v_m1a1para.mdl,v_m1a1para.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_m1a1para.mdl
models/weapons/v_m3greasegun.mdl,v_m3greasegun.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_m3greasegun.mdl | 1.00:3352951512/models/weapons/kk_doi/v_m3greasegun.mdl
models/weapons/v_mac10.mdl,v_mac10.mdl,1.00:3171580533/models/weapons/ethereal/v_mac10.mdl
models/weapons/v_mills.mdl,v_mills.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_mills.mdl
models/weapons/v_mk18_kk.mdl,v_mk18_kk.mdl,0.59:3171580533/models/weapons/w_mk18.mdl | 0.59:3171580533/models/weapons/v_mk18.mdl | 0.59:3171580533/models/weapons/ethereal/w_mk18.mdl
models/weapons/v_nam_akbayonet.mdl,v_nam_akbayonet.mdl,
models/weapons/v_nam_akm.mdl,v_nam_akm.mdl,0.57:3171580533/models/weapons/ethereal/item_akm.mdl | 0.55:3171580533/models/weapons/upgrades/w_standard_akm.mdl | 0.55:3171580533/models/weapons/upgrades/a_standard_akm.mdl
models/weapons/v_nam_doublebarrel.mdl,v_nam_doublebarrel.mdl,0.64:3171580533/models/weapons/ethereal/w_doublebarrel.mdl | 0.64:3171580533/models/weapons/ethereal/v_doublebarrel.mdl
models/weapons/v_nam_geballteladung.mdl,v_nam_geballteladung.mdl,
models/weapons/v_nam_hafthohlladung.mdl,v_nam_hafthohlladung.mdl,
models/weapons/v_nam_hands_us.mdl,v_nam_hands_us.mdl,
models/weapons/v_nam_ithaca37.mdl,v_nam_ithaca37.mdl,0.62:3171580533/models/weapons/ethereal/w_ithaca37.mdl | 0.62:3171580533/models/weapons/ethereal/v_ithaca37.mdl | 0.62:3171580533/models/weapons/cw_cultist/ithaca37/w_ithaca37.mdl
models/weapons/v_nam_l34.mdl,v_nam_l34.mdl,
models/weapons/v_nam_law.mdl,v_nam_law.mdl,
models/weapons/v_nam_m14.mdl,v_nam_m14.mdl,0.54:3171580533/models/weapons/w_m14.mdl | 0.54:3171580533/models/weapons/v_m14.mdl | 0.54:3171580533/models/weapons/ethereal/w_m14.mdl
models/weapons/v_nam_m16a1.mdl,v_nam_m16a1.mdl,
models/weapons/v_nam_m26.mdl,v_nam_m26.mdl,
models/weapons/v_nam_m26a2.mdl,v_nam_m26a2.mdl,
models/weapons/v_nam_m34.mdl,v_nam_m34.mdl,
models/weapons/v_nam_m40.mdl,v_nam_m40.mdl,0.55:3171580533/models/weapons/upgrades/a_standard_m40.mdl | 0.55:3171580533/models/weapons/cw_cultist/usr/upgrades/a_standard_m40.mdl | 0.55:3171580533/models/weapons/cw_cultist/m200/upgrades/a_standard_m40.mdl
models/weapons/v_nam_m60.mdl,v_nam_m60.mdl,0.54:3171580533/models/weapons/cw_cultist/m60/w_m60.mdl | 0.54:3171580533/models/weapons/cw_cultist/m60/v_m60.mdl
models/weapons/v_nam_m607.mdl,v_nam_m607.mdl,
models/weapons/v_nam_m79.mdl,v_nam_m79.mdl,0.54:3171580533/models/weapons/aof/w_m79.mdl | 0.54:3171580533/models/weapons/aof/v_m79.mdl
models/weapons/v_nam_mat49.mdl,v_nam_mat49.mdl,
models/weapons/v_nam_nambu.mdl,v_nam_nambu.mdl,
models/weapons/v_nam_rdg1.mdl,v_nam_rdg1.mdl,
models/weapons/v_nam_rgd5.mdl,v_nam_rgd5.mdl,
models/weapons/v_nam_sawedoff.mdl,v_nam_sawedoff.mdl,
models/weapons/v_nam_sks.mdl,v_nam_sks.mdl,0.54:3171580533/models/weapons/w_sks.mdl | 0.54:3171580533/models/weapons/v_sks.mdl | 0.54:3171580533/models/weapons/ethereal/w_sks.mdl
models/weapons/v_nam_stevens620.mdl,v_nam_stevens620.mdl,
models/weapons/v_nam_svd.mdl,v_nam_svd.mdl,0.54:3171580533/models/weapons/ethereal/w_svd.mdl | 0.54:3171580533/models/weapons/ethereal/v_svd.mdl | 0.54:3171580533/models/weapons/cw_cultist/svd/w_svd.mdl
models/weapons/v_nam_svt40.mdl,v_nam_svt40.mdl,
models/weapons/v_nam_sw39.mdl,v_nam_sw39.mdl,
models/weapons/v_nam_tokarev.mdl,v_nam_tokarev.mdl,0.61:3171580533/models/weapons/ethereal/w_tokarev.mdl | 0.61:3171580533/models/weapons/ethereal/v_tokarev.mdl | 0.53:3171580533/models/weapons/ethereal/v_tokarev_anims.mdl
models/weapons/v_nam_vz58.mdl,v_nam_vz58.mdl,0.57:3171580533/models/weapons/ethereal/w_vz58.mdl | 0.57:3171580533/models/weapons/ethereal/v_vz58.mdl
models/weapons/v_nam_vz-61.mdl,v_nam_vz-61.mdl,
models/weapons/v_owen.mdl,v_owen.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_owen.mdl
models/weapons/v_owen_mk2.mdl,v_owen_mk2.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_owen_mk2.mdl
models/weapons/v_p38.mdl,v_p38.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_p38.mdl
models/weapons/v_panzerschreck.mdl,v_panzerschreck.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_panzerschreck.mdl
models/weapons/v_piat.mdl,v_piat.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_piat.mdl
models/weapons/v_pistol.mdl,v_pistol.mdl,0.60:3171580533/models/weapons/upgrades/w_sil_pistol.mdl | 0.58:3171580533/models/weapons/upgrades/a_pistol_rail.mdl | 0.57:3171580533/models/weapons/upgrades/a_laser_pistol.mdl
models/weapons/v_ppk.mdl,v_ppk.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_ppk.mdl
models/weapons/v_ppsh.mdl,v_ppsh.mdl,
models/weapons/v_pythonrev.mdl,v_pythonrev.mdl,
models/weapons/v_splintering_stielhandgranate.mdl,v_splintering_stielhandgranate.mdl,1.00:3171580533/models/weapons/cw_kk_doi/v_splintering_stielhandgranate.mdl | 1.00:3352951512/models/weapons/cw_kk_doi/v_splintering_stielhandgranate.mdl
models/weapons/v_springfield.mdl,v_springfield.mdl,1.00:3171580533/models/weapons/cw_kk_doi/v_springfield.mdl | 1.00:3352951512/models/weapons/cw_kk_doi/v_springfield.mdl
models/weapons/v_sten_mk2.mdl,v_sten_mk2.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_sten_mk2.mdl
models/weapons/v_sten_mk5.mdl,v_sten_mk5.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_sten_mk5.mdl
models/weapons/v_stielhandgranate.mdl,v_stielhandgranate.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_stielhandgranate.mdl
models/weapons/v_stiletto.mdl,v_stiletto.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_stiletto.mdl
models/weapons/v_sw1917.mdl,v_sw1917.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_sw1917.mdl
models/weapons/v_thompson.mdl,v_thompson.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_thompson.mdl
models/weapons/v_thompson_m1a1.mdl,v_thompson_m1a1.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_thompson_m1a1.mdl
models/weapons/v_welrod.mdl,v_welrod.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_welrod.mdl
models/weapons/w_357.mdl,w_357.mdl,
models/weapons/w_bar.mdl,w_bar.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_bar.mdl | 0.50:3352951512/models/weapons/upgrades/w_bipod_bar.mdl | 0.50:3352951512/models/weapons/upgrades/a_sling_bar.mdl
models/weapons/w_bayonet_enfield.mdl,w_bayonet_enfield.mdl,0.79:3352951512/models/weapons/upgrades/w_enfield_bayonet.mdl | 0.79:3352951512/models/weapons/upgrades/a_enfield_bayonet.mdl | 0.79:3352951512/models/weapons/cw_kk_doi/v_enfield_bayonet.mdl
models/weapons/w_bayonet_garand.mdl,w_bayonet_garand.mdl,0.80:3352951512/models/weapons/upgrades/w_garand_bayonet.mdl | 0.80:3352951512/models/weapons/upgrades/a_garand_bayonet.mdl | 0.80:3352951512/models/weapons/cw_kk_doi/v_garand_bayonet.mdl
models/weapons/w_bayonet_kar98k.mdl,w_bayonet_kar98k.mdl,0.80:3352951512/models/weapons/upgrades/w_kar98k_bayonet.mdl | 0.80:3352951512/models/weapons/upgrades/a_kar98k_bayonet.mdl | 0.80:3171580533/models/weapons/upgrades/w_kar98k_bayonet.mdl
models/weapons/w_bazooka.mdl,w_bazooka.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_bazooka.mdl
models/weapons/w_bazooka_projectile.mdl,w_bazooka_projectile.mdl,0.60:3171506839/models/weapons/tfa_bo3/balknife/balknife_projectile.mdl | 0.60:3171580533/models/weapons/w_at4_projectile.mdl | 0.59:3171506839/models/weapons/tfa_bo3/blackcell/blackcell_projectile.mdl
models/weapons/w_binoculars_american.mdl,w_binoculars_american.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_binoculars_american.mdl | 0.63:3352951512/models/weapons/cw_kk_doi/v_binoculars_german.mdl | 0.58:3352951512/models/weapons/cw_kk_doi/v_binoculars_british.mdl
models/weapons/w_binoculars_british.mdl,w_binoculars_british.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_binoculars_british.mdl | 0.58:3352951512/models/weapons/cw_kk_doi/v_binoculars_american.mdl | 0.57:3352951512/models/weapons/cw_kk_doi/v_binoculars_german.mdl
models/weapons/w_binoculars_german.mdl,w_binoculars_german.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_binoculars_german.mdl | 0.63:3352951512/models/weapons/cw_kk_doi/v_binoculars_american.mdl | 0.57:3352951512/models/weapons/cw_kk_doi/v_binoculars_british.mdl
models/weapons/w_brassknuckles.mdl,w_brassknuckles.mdl,1.00:3352951512/models/weapons/kk_doi/v_brassknuckles.mdl | 1.00:3171580533/models/weapons/cw_kk_doi_c054/v_brassknuckles.mdl
models/weapons/w_bren.mdl,w_bren.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_bren.mdl | 0.53:3352951512/models/weapons/upgrades/a_sling_bren.mdl
models/weapons/w_browninghp.mdl,w_browninghp.mdl,1.00:3171580533/models/weapons/browninghp/w_browninghp.mdl
models/weapons/w_c96.mdl,w_c96.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_c96.mdl | 0.50:3352951512/models/weapons/upgrades/a_stock_c96.mdl | 0.50:3352951512/models/weapons/upgrades/a_sling_c96.mdl
models/weapons/w_c96_carbine.mdl,w_c96_carbine.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_c96_carbine.mdl | 1.00:3171580533/models/weapons/cw_kk_doi_c054/v_c96_carbine.mdl
models/weapons/w_compb_allied.mdl,w_compb_allied.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_compb_allied.mdl | 0.59:3352951512/models/weapons/cw_kk_doi/v_compb_axis.mdl
models/weapons/w_compb_axis.mdl,w_compb_axis.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_compb_axis.mdl | 0.59:3352951512/models/weapons/cw_kk_doi/v_compb_allied.mdl
models/weapons/w_cstm_l96.mdl,w_cstm_l96.mdl,
models/weapons/w_cw_fraggrenade_thrown.mdl,w_cw_fraggrenade_thrown.mdl,
models/weapons/w_cw_kk_css_m72.mdl,w_cw_kk_css_m72.mdl,0.60:3171580533/models/weapons/w_cw_kk_ins2_m67.mdl | 0.60:3171580533/models/weapons/v_cw_kk_ins2_m67.mdl | 0.59:3171580533/models/weapons/v_cw_kk_ins2_m213.mdl
models/weapons/w_cw_kk_ins2_at4_projectile_dods.mdl,w_cw_kk_ins2_at4_projectile_dods.mdl,0.72:3171580533/models/weapons/w_cw_kk_ins2_rpg7_projectile_pd2.mdl | 0.57:3171580533/models/weapons/attachments/v_cw_kk_ins2_stencil.mdl | 0.55:3171580533/models/weapons/w_cw_kk_ins2_cstm_kriss.mdl
models/weapons/w_doublebarrel.mdl,w_doublebarrel.mdl,1.00:3171580533/models/weapons/ethereal/w_doublebarrel.mdl
models/weapons/w_eintoss46.mdl,w_eintoss46.mdl,0.60:3352951512/models/weapons/cw_kk_doi/v_flame_eintoss46.mdl
models/weapons/w_enfield.mdl,w_enfield.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_enfield.mdl | 0.63:3352951512/models/weapons/upgrades/w_enfield_gl.mdl | 0.63:3352951512/models/weapons/upgrades/a_enfield_gl.mdl
models/weapons/w_eq_flashbang.mdl,w_eq_flashbang.mdl,
models/weapons/w_eq_flashbang_thrown.mdl,w_eq_flashbang_thrown.mdl,
models/weapons/w_eq_fraggrenade.mdl,w_eq_fraggrenade.mdl,
models/weapons/w_eq_smokegrenade.mdl,w_eq_smokegrenade.mdl,
models/weapons/w_eq_smokegrenade_thrown.mdl,w_eq_smokegrenade_thrown.mdl,
models/weapons/w_etool_brit.mdl,w_etool_brit.mdl,1.00:3352951512/models/weapons/kk_doi/v_etool_brit.mdl | 0.59:3352951512/models/weapons/kk_doi/v_etool_ger.mdl | 0.57:3352951512/models/weapons/kk_doi/v_etool_us.mdl
models/weapons/w_etool_ger.mdl,w_etool_ger.mdl,1.00:3352951512/models/weapons/kk_doi/v_etool_ger.mdl | 0.59:3352951512/models/weapons/kk_doi/v_etool_brit.mdl | 0.58:3352951512/models/weapons/kk_doi/v_etool_us.mdl
models/weapons/w_etool_us.mdl,w_etool_us.mdl,1.00:3352951512/models/weapons/kk_doi/v_etool_us.mdl | 0.58:3352951512/models/weapons/kk_doi/v_etool_ger.mdl | 0.57:3352951512/models/weapons/kk_doi/v_etool_brit.mdl
models/weapons/w_fairbairn.mdl,w_fairbairn.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_fairbairn.mdl
models/weapons/w_fg42.mdl,w_fg42.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_fg42.mdl | 0.53:3352951512/models/weapons/upgrades/w_fg42_scope.mdl | 0.53:3352951512/models/weapons/upgrades/w_fg42_irons.mdl
models/weapons/w_flammenwerfer41.mdl,w_flammenwerfer41.mdl,
models/weapons/w_garand.mdl,w_garand.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_garand.mdl | 0.62:3352951512/models/weapons/upgrades/a_garand_gl.mdl | 0.58:3352951512/models/weapons/shells/garand_clip.mdl
models/weapons/w_gravityknife.mdl,w_gravityknife.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_gravityknife.mdl
models/weapons/w_grenade_enfield.mdl,w_grenade_enfield.mdl,1.00:3352951512/models/weapons/upgrades/w_grenade_enfield.mdl
models/weapons/w_grenade_kar98k.mdl,w_grenade_kar98k.mdl,1.00:3352951512/models/weapons/upgrades/w_grenade_kar98k.mdl
models/weapons/w_grenade_springfield.mdl,w_grenade_springfield.mdl,1.00:3352951512/models/weapons/upgrades/w_grenade_springfield.mdl
models/weapons/w_hafthohlladung.mdl,w_hafthohlladung.mdl,
models/weapons/w_hatchet.mdl,w_hatchet.mdl,1.00:3171580533/models/weapons/cw_kk_doi_c054/v_hatchet.mdl
models/weapons/w_ithaca.mdl,w_ithaca.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_ithaca.mdl | 0.58:3352951512/models/weapons/upgrades/a_iron_ithaca.mdl | 0.57:3352951512/models/weapons/upgrades/a_sling_ithaca.mdl
models/weapons/w_knife_t.mdl,w_knife_t.mdl,0.60:3788795433/models/cultist/humans/fbi/weapons/knife/w_knife_fbi.mdl | 0.60:3788795433/models/cultist/humans/fbi/weapons/knife/v_knife_fbi.mdl | 0.60:3074010797/models/cultist/humans/fbi/weapons/knife/w_knife_fbi.mdl
models/weapons/w_lewis.mdl,w_lewis.mdl,1.00:3352951512/models/weapons/kk_doi/v_lewis.mdl | 1.00:3352951512/models/weapons/cw_kk_doi/v_lewis.mdl
models/weapons/w_lufboy.mdl,w_lufboy.mdl,
models/weapons/w_lugerp08.mdl,w_lugerp08.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_lugerp08.mdl
models/weapons/w_m1919.mdl,w_m1919.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_m1919.mdl
models/weapons/w_m2.mdl,w_m2.mdl,
models/weapons/w_m3greasegun.mdl,w_m3greasegun.mdl,1.00:3352951512/models/weapons/kk_doi/v_m3greasegun.mdl | 1.00:3352951512/models/weapons/cw_kk_doi/v_m3greasegun.mdl
models/weapons/w_m79.mdl,w_m79.mdl,1.00:3171580533/models/weapons/aof/w_m79.mdl
models/weapons/w_mac10.mdl,w_mac10.mdl,1.00:3171580533/models/weapons/ethereal/w_mac10.mdl
models/weapons/w_magnade.mdl,w_magnade.mdl,
models/weapons/w_mat49.mdl,w_mat49.mdl,
models/weapons/w_mills.mdl,w_mills.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_mills.mdl
models/weapons/w_missile.mdl,w_missile.mdl,0.58:3788798983/models/props_garines/missile_crate.mdl | 0.58:3074023535/models/props_garines/missile_crate.mdl
models/weapons/w_mk2.mdl,w_mk2.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_mk2.mdl | 0.52:3352951512/models/weapons/cw_kk_doi/v_sten_mk2.mdl | 0.52:3171580533/models/weapons/cw_kk_doi_c054/v_owen_mk2.mdl
models/weapons/w_nam_akbayonet.mdl,w_nam_akbayonet.mdl,
models/weapons/w_nam_akm.mdl,w_nam_akm.mdl,0.57:3171580533/models/weapons/ethereal/item_akm.mdl | 0.55:3171580533/models/weapons/upgrades/w_standard_akm.mdl | 0.55:3171580533/models/weapons/upgrades/a_standard_akm.mdl
models/weapons/w_nam_geballteladung.mdl,w_nam_geballteladung.mdl,
models/weapons/w_nam_ithaca37.mdl,w_nam_ithaca37.mdl,0.62:3171580533/models/weapons/ethereal/w_ithaca37.mdl | 0.62:3171580533/models/weapons/ethereal/v_ithaca37.mdl | 0.62:3171580533/models/weapons/cw_cultist/ithaca37/w_ithaca37.mdl
models/weapons/w_nam_law.mdl,w_nam_law.mdl,
models/weapons/w_nam_m14.mdl,w_nam_m14.mdl,0.54:3171580533/models/weapons/w_m14.mdl | 0.54:3171580533/models/weapons/v_m14.mdl | 0.54:3171580533/models/weapons/ethereal/w_m14.mdl
models/weapons/w_nam_m16a1.mdl,w_nam_m16a1.mdl,
models/weapons/w_nam_m26.mdl,w_nam_m26.mdl,
models/weapons/w_nam_m26a2.mdl,w_nam_m26a2.mdl,
models/weapons/w_nam_m34.mdl,w_nam_m34.mdl,
models/weapons/w_nam_m40.mdl,w_nam_m40.mdl,0.55:3171580533/models/weapons/upgrades/a_standard_m40.mdl | 0.55:3171580533/models/weapons/cw_cultist/usr/upgrades/a_standard_m40.mdl | 0.55:3171580533/models/weapons/cw_cultist/m200/upgrades/a_standard_m40.mdl
models/weapons/w_nam_m60.mdl,w_nam_m60.mdl,0.54:3171580533/models/weapons/cw_cultist/m60/w_m60.mdl | 0.54:3171580533/models/weapons/cw_cultist/m60/v_m60.mdl
models/weapons/w_nam_m607.mdl,w_nam_m607.mdl,
models/weapons/w_nam_nambu.mdl,w_nam_nambu.mdl,
models/weapons/w_nam_rdg1.mdl,w_nam_rdg1.mdl,
models/weapons/w_nam_rgd5.mdl,w_nam_rgd5.mdl,
models/weapons/w_nam_sks.mdl,w_nam_sks.mdl,0.54:3171580533/models/weapons/w_sks.mdl | 0.54:3171580533/models/weapons/v_sks.mdl | 0.54:3171580533/models/weapons/ethereal/w_sks.mdl
models/weapons/w_nam_stevens620.mdl,w_nam_stevens620.mdl,
models/weapons/w_nam_svd.mdl,w_nam_svd.mdl,0.54:3171580533/models/weapons/ethereal/w_svd.mdl | 0.54:3171580533/models/weapons/ethereal/v_svd.mdl | 0.54:3171580533/models/weapons/cw_cultist/svd/w_svd.mdl
models/weapons/w_nam_svt40.mdl,w_nam_svt40.mdl,
models/weapons/w_nam_sw39.mdl,w_nam_sw39.mdl,
models/weapons/w_nam_tokarev.mdl,w_nam_tokarev.mdl,0.61:3171580533/models/weapons/ethereal/w_tokarev.mdl | 0.61:3171580533/models/weapons/ethereal/v_tokarev.mdl | 0.53:3171580533/models/weapons/ethereal/v_tokarev_anims.mdl
models/weapons/w_nam_vz58.mdl,w_nam_vz58.mdl,0.57:3171580533/models/weapons/ethereal/w_vz58.mdl | 0.57:3171580533/models/weapons/ethereal/v_vz58.mdl
models/weapons/w_nebelhandgranate.mdl,w_nebelhandgranate.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_nebelhandgranate.mdl
models/weapons/w_no69.mdl,w_no69.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_no69.mdl
models/weapons/w_no77.mdl,w_no77.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_no77.mdl
models/weapons/w_no79.mdl,w_no79.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_no79.mdl
models/weapons/w_owen.mdl,w_owen.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_owen.mdl | 0.57:3171580533/models/weapons/cw_kk_doi_c054/v_owen_mk2.mdl | 0.53:3352951512/models/weapons/upgrades/a_sling_owen.mdl
models/weapons/w_p38.mdl,w_p38.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_p38.mdl
models/weapons/w_panzerfaust.mdl,w_panzerfaust.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_panzerfaust.mdl | 0.59:3171506839/models/weapons/v_panzerfaust_casgirl.mdl
models/weapons/w_panzerfaust_projectile.mdl,w_panzerfaust_projectile.mdl,0.59:3171580533/models/weapons/w_at4_projectile.mdl | 0.58:3171506839/models/weapons/tfa_bo3/spikelauncher/spikelauncher_projectile.mdl | 0.57:3171580533/models/weapons/w_flare_projectile.mdl
models/weapons/w_panzerschreck.mdl,w_panzerschreck.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_panzerschreck.mdl
models/weapons/w_piat.mdl,w_piat.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_piat.mdl
models/weapons/w_pist_deagle.mdl,w_pist_deagle.mdl,0.58:3171580533/models/weapons/ethereal/w_deagle.mdl | 0.58:3171580533/models/weapons/ethereal/v_deagle.mdl | 0.58:3171580533/models/weapons/cw_cultist/deagle/w_deagle.mdl
models/weapons/w_ppk.mdl,w_ppk.mdl,1.00:3352951512/models/weapons/cw_kk_doi/v_ppk.mdl
models/weapons/w_ppsh.mdl,w_ppsh.mdl,
models/weapons/w_projectile_eintoss.mdl,w_projectile_eintoss.mdl,0.57:3171580533/models/weapons/upgrades/a_projectile_m203.mdl | 0.57:3171580533/models/weapons/upgrades/a_projectile_gp25.mdl | 0.55:3171580533/models/weapons/w_at4_projectile.mdl
models/weapons/w_pythonrev.mdl,w_pythonrev.mdl,
models/weapons/w_rif_ak47.mdl,w_rif_ak47.mdl,
models/weapons/w_rif_famas.mdl,w_rif_famas.mdl,
models/weapons/w_rif_m4a1.mdl,w_rif_m4a1.mdl,0.57:3171580533/models/weapons/w_m4a1.mdl | 0.57:3171580533/models/weapons/v_m4a1.mdl | 0.57:3171580533/models/weapons/ethereal/w_m4a1.mdl
models/weapons/w_sawedoff.mdl,w_sawedoff.mdl,
models/weapons/w_smg_mp5.mdl,w_smg_mp5.mdl,
models/weapons/w_snip_g3sg1.mdl,w_snip_g3sg1.mdl,0.52:3171506839/models/weapons/w_snip_m95.mdl | 0.52:3171506839/models/weapons/v_snip_m95.mdl
models/weapons/w_sten.mdl,w_sten.mdl,0.57:3352951512/models/weapons/cw_kk_doi/v_sten_mk5.mdl | 0.57:3352951512/models/weapons/cw_kk_doi/v_sten_mk2.mdl
